CustomerID,Value_segment
12676,Bottom 80%
15489,Bottom 80%
14744,Bottom 80%
18189,Bottom 80%
13467,Bottom 80%
13310,Bottom 80%
14561,Bottom 80%
16200,Bottom 80%
12394,Bottom 80%
13726,Bottom 80%
12354,Bottom 80%
14352,Bottom 80%
16980,Bottom 80%
16563,Bottom 80%
17828,Bottom 80%
15712,Bottom 80%
15745,Bottom 80%
13635,Bottom 80%
13761,Bottom 80%
14212,Bottom 80%
14948,Bottom 80%
17522,Bottom 80%
17041,Bottom 80%
17277,Bottom 80%
17287,Bottom 80%
14411,Bottom 80%
16214,Bottom 80%
14465,Bottom 80%
14419,Bottom 80%
13853,Bottom 80%
15238,Bottom 80%
15407,Bottom 80%
14514,Bottom 80%
15977,Bottom 80%
16728,Bottom 80%
13715,Bottom 80%
14583,Bottom 80%
15027,Bottom 80%
14224,Bottom 80%
14078,Bottom 80%
15464,Bottom 80%
15763,Bottom 80%
13282,Bottom 80%
13791,Bottom 80%
14488,Bottom 80%
14293,Bottom 80%
18130,Bottom 80%
15996,Bottom 80%
17042,Bottom 80%
15192,Bottom 80%
16918,Bottom 80%
17727,Bottom 80%
15801,Bottom 80%
12951,Bottom 80%
16094,Bottom 80%
13719,Bottom 80%
13131,Bottom 80%
16320,Bottom 80%
16175,Bottom 80%
15985,Bottom 80%
16520,Bottom 80%
16260,Bottom 80%
14446,Bottom 80%
15171,Bottom 80%
12399,Bottom 80%
13639,Bottom 80%
18221,Bottom 80%
12849,Bottom 80%
16416,Bottom 80%
13235,Bottom 80%
12630,Bottom 80%
13253,Bottom 80%
17033,Bottom 80%
14584,Bottom 80%
15333,Bottom 80%
16682,Bottom 80%
16533,Bottom 80%
13956,Bottom 80%
14904,Bottom 80%
15777,Bottom 80%
14346,Bottom 80%
13165,Bottom 80%
15839,Bottom 80%
14276,Bottom 80%
12828,Bottom 80%
14083,Bottom 80%
12514,Bottom 80%
13728,Bottom 80%
13867,Bottom 80%
18142,Bottom 80%
17197,Bottom 80%
12936,Bottom 80%
14775,Bottom 80%
16229,Bottom 80%
14817,Bottom 80%
16174,Bottom 80%
16160,Bottom 80%
12657,Bottom 80%
15329,Bottom 80%
13455,Bottom 80%
14631,Bottom 80%
13429,Bottom 80%
12507,Bottom 80%
12710,Bottom 80%
15104,Bottom 80%
12446,Bottom 80%
15706,Bottom 80%
12546,Bottom 80%
15508,Bottom 80%
14214,Bottom 80%
18143,Bottom 80%
14389,Bottom 80%
16572,Bottom 80%
15434,Bottom 80%
13032,Bottom 80%
14540,Bottom 80%
17646,Bottom 80%
17724,Bottom 80%
12494,Bottom 80%
12640,Bottom 80%
17594,Bottom 80%
16009,Bottom 80%
17096,Bottom 80%
17126,Bottom 80%
17951,Bottom 80%
17324,Bottom 80%
13410,Bottom 80%
15062,Bottom 80%
18237,Bottom 80%
13117,Bottom 80%
17144,Bottom 80%
17214,Bottom 80%
16232,Bottom 80%
15133,Bottom 80%
14138,Bottom 80%
15071,Bottom 80%
16188,Bottom 80%
16907,Bottom 80%
16085,Bottom 80%
12534,Bottom 80%
18170,Bottom 80%
15506,Bottom 80%
15132,Bottom 80%
14920,Bottom 80%
16376,Bottom 80%
15860,Bottom 80%
12739,Bottom 80%
14223,Bottom 80%
14522,Bottom 80%
15747,Bottom 80%
13155,Bottom 80%
17100,Bottom 80%
17618,Bottom 80%
15449,Bottom 80%
15110,Bottom 80%
17405,Bottom 80%
15907,Bottom 80%
12609,Bottom 80%
13509,Bottom 80%
12716,Bottom 80%
14195,Bottom 80%
13138,Bottom 80%
14006,Bottom 80%
15156,Bottom 80%
16419,Bottom 80%
15658,Bottom 80%
18192,Bottom 80%
13823,Bottom 80%
12464,Bottom 80%
15948,Bottom 80%
17244,Bottom 80%
15835,Bottom 80%
12497,Bottom 80%
16934,Bottom 80%
15421,Bottom 80%
15793,Bottom 80%
16511,Bottom 80%
13748,Bottom 80%
15787,Bottom 80%
15681,Bottom 80%
15707,Bottom 80%
13261,Bottom 80%
13026,Bottom 80%
12820,Bottom 80%
14075,Bottom 80%
13636,Bottom 80%
15576,Bottom 80%
17227,Bottom 80%
14629,Bottom 80%
17097,Bottom 80%
17289,Bottom 80%
15289,Bottom 80%
14256,Bottom 80%
16027,Bottom 80%
16657,Bottom 80%
13655,Bottom 80%
14532,Bottom 80%
18133,Bottom 80%
12358,Bottom 80%
15201,Bottom 80%
12691,Bottom 80%
13805,Bottom 80%
12724,Bottom 80%
15654,Bottom 80%
13122,Bottom 80%
16551,Bottom 80%
13934,Bottom 80%
12924,Bottom 80%
15312,Bottom 80%
17018,Bottom 80%
14140,Bottom 80%
13075,Bottom 80%
12822,Bottom 80%
14015,Bottom 80%
14712,Bottom 80%
17236,Bottom 80%
13549,Bottom 80%
15253,Bottom 80%
16216,Bottom 80%
17552,Bottom 80%
15587,Bottom 80%
15364,Bottom 80%
16809,Bottom 80%
13782,Bottom 80%
13192,Bottom 80%
14289,Bottom 80%
18096,Bottom 80%
13689,Bottom 80%
15511,Bottom 80%
13038,Bottom 80%
16584,Bottom 80%
14449,Bottom 80%
17323,Bottom 80%
15480,Bottom 80%
12642,Bottom 80%
15022,Bottom 80%
14081,Bottom 80%
15807,Bottom 80%
12994,Bottom 80%
17566,Bottom 80%
17848,Bottom 80%
17886,Bottom 80%
17537,Bottom 80%
17044,Bottom 80%
12572,Bottom 80%
12679,Bottom 80%
16361,Bottom 80%
16714,Bottom 80%
18194,Bottom 80%
15865,Bottom 80%
15211,Bottom 80%
15079,Bottom 80%
13363,Bottom 80%
13515,Bottom 80%
15255,Bottom 80%
14240,Bottom 80%
14344,Bottom 80%
17829,Bottom 80%
17527,Bottom 80%
12599,Bottom 80%
16347,Bottom 80%
13035,Bottom 80%
12722,Bottom 80%
15822,Bottom 80%
17704,Bottom 80%
15799,Bottom 80%
14597,Bottom 80%
14359,Bottom 80%
18236,Bottom 80%
13037,Bottom 80%
15076,Bottom 80%
13662,Bottom 80%
14141,Bottom 80%
17731,Bottom 80%
15653,Bottom 80%
17007,Bottom 80%
14770,Bottom 80%
12940,Bottom 80%
13566,Bottom 80%
16513,Bottom 80%
13294,Bottom 80%
12462,Bottom 80%
12847,Bottom 80%
13200,Bottom 80%
13979,Bottom 80%
13376,Bottom 80%
17109,Bottom 80%
13203,Bottom 80%
16900,Bottom 80%
14912,Bottom 80%
16801,Bottom 80%
15208,Bottom 80%
14715,Bottom 80%
16121,Bottom 80%
14332,Bottom 80%
16567,Bottom 80%
16221,Bottom 80%
14931,Bottom 80%
14623,Bottom 80%
17048,Bottom 80%
12815,Bottom 80%
16266,Bottom 80%
17649,Bottom 80%
12794,Bottom 80%
13339,Bottom 80%
14577,Bottom 80%
17064,Bottom 80%
14553,Bottom 80%
16037,Bottom 80%
17560,Bottom 80%
16877,Bottom 80%
14193,Bottom 80%
16070,Bottom 80%
16020,Bottom 80%
13991,Bottom 80%
17027,Bottom 80%
14625,Bottom 80%
16235,Bottom 80%
13846,Bottom 80%
16222,Bottom 80%
15965,Bottom 80%
14803,Bottom 80%
13221,Bottom 80%
17624,Bottom 80%
15164,Bottom 80%
12878,Bottom 80%
14862,Bottom 80%
12541,Bottom 80%
17076,Bottom 80%
13940,Bottom 80%
14657,Bottom 80%
15832,Bottom 80%
13835,Bottom 80%
17929,Bottom 80%
16644,Bottom 80%
17759,Bottom 80%
15862,Bottom 80%
12545,Bottom 80%
12717,Bottom 80%
13681,Bottom 80%
13810,Bottom 80%
16747,Bottom 80%
16494,Bottom 80%
17921,Bottom 80%
12550,Bottom 80%
16284,Bottom 80%
14231,Bottom 80%
13893,Bottom 80%
13220,Bottom 80%
17764,Bottom 80%
17169,Bottom 80%
16943,Bottom 80%
16560,Bottom 80%
16108,Bottom 80%
15649,Bottom 80%
15399,Bottom 80%
14499,Bottom 80%
13280,Bottom 80%
16460,Bottom 80%
12510,Bottom 80%
18064,Bottom 80%
17075,Bottom 80%
16600,Bottom 80%
16621,Bottom 80%
14421,Bottom 80%
15644,Bottom 80%
17980,Bottom 80%
13350,Bottom 80%
16276,Bottom 80%
16624,Bottom 80%
16660,Bottom 80%
16891,Bottom 80%
13637,Bottom 80%
15525,Bottom 80%
17115,Bottom 80%
15952,Bottom 80%
13707,Bottom 80%
16869,Bottom 80%
16367,Bottom 80%
13929,Bottom 80%
16164,Bottom 80%
18265,Bottom 80%
17905,Bottom 80%
13720,Bottom 80%
14475,Bottom 80%
13030,Bottom 80%
17703,Bottom 80%
16438,Bottom 80%
13389,Bottom 80%
13336,Bottom 80%
12713,Bottom 80%
15990,Bottom 80%
12680,Bottom 80%
13016,Bottom 80%
12652,Bottom 80%
13323,Bottom 80%
12458,Bottom 80%
15806,Bottom 80%
15743,Bottom 80%
17387,Bottom 80%
16054,Bottom 80%
18248,Bottom 80%
17006,Bottom 80%
17341,Bottom 80%
13884,Bottom 80%
15679,Bottom 80%
13583,Bottom 80%
13212,Bottom 80%
14644,Bottom 80%
17797,Bottom 80%
17180,Bottom 80%
16092,Bottom 80%
13167,Bottom 80%
14815,Bottom 80%
17414,Bottom 80%
16505,Bottom 80%
13563,Bottom 80%
12425,Bottom 80%
15353,Bottom 80%
13341,Bottom 80%
16806,Bottom 80%
14234,Bottom 80%
12379,Bottom 80%
16825,Bottom 80%
15414,Bottom 80%
16043,Bottom 80%
16725,Bottom 80%
15075,Bottom 80%
13375,Bottom 80%
16759,Bottom 80%
12965,Bottom 80%
17409,Bottom 80%
14662,Bottom 80%
16480,Bottom 80%
18228,Bottom 80%
13356,Bottom 80%
17516,Bottom 80%
13109,Bottom 80%
14550,Bottom 80%
14672,Bottom 80%
17695,Bottom 80%
14885,Bottom 80%
12434,Bottom 80%
15239,Bottom 80%
17268,Bottom 80%
17466,Bottom 80%
18136,Bottom 80%
15599,Bottom 80%
12694,Bottom 80%
14412,Bottom 80%
15066,Bottom 80%
17425,Bottom 80%
16036,Bottom 80%
15568,Bottom 80%
17461,Bottom 80%
16470,Bottom 80%
14883,Bottom 80%
16205,Bottom 80%
18104,Bottom 80%
13730,Bottom 80%
12772,Bottom 80%
14976,Bottom 80%
17146,Bottom 80%
14923,Bottom 80%
17411,Bottom 80%
15074,Bottom 80%
15656,Bottom 80%
15831,Bottom 80%
17114,Bottom 80%
15618,Bottom 80%
15533,Bottom 80%
16261,Bottom 80%
14050,Bottom 80%
14790,Bottom 80%
16770,Bottom 80%
13354,Bottom 80%
13753,Bottom 80%
13900,Bottom 80%
17974,Bottom 80%
15252,Bottom 80%
13329,Bottom 80%
16924,Bottom 80%
12697,Bottom 80%
14756,Bottom 80%
12976,Bottom 80%
18156,Bottom 80%
17034,Bottom 80%
17979,Bottom 80%
16146,Bottom 80%
16256,Bottom 80%
17812,Bottom 80%
13575,Bottom 80%
16099,Bottom 80%
16491,Bottom 80%
14778,Bottom 80%
18035,Bottom 80%
13077,Bottom 80%
13950,Bottom 80%
12728,Bottom 80%
17666,Bottom 80%
13236,Bottom 80%
12701,Bottom 80%
14055,Bottom 80%
15636,Bottom 80%
13736,Bottom 80%
15561,Bottom 80%
15584,Bottom 80%
17521,Bottom 80%
14869,Bottom 80%
15272,Bottom 80%
15581,Bottom 80%
13370,Bottom 80%
18062,Bottom 80%
16023,Bottom 80%
14179,Bottom 80%
14725,Bottom 80%
17692,Bottom 80%
17884,Bottom 80%
15274,Bottom 80%
12535,Bottom 80%
13623,Bottom 80%
17029,Bottom 80%
12628,Bottom 80%
15330,Bottom 80%
15757,Bottom 80%
13169,Bottom 80%
13147,Bottom 80%
17761,Bottom 80%
13416,Bottom 80%
17642,Bottom 80%
15855,Bottom 80%
13705,Bottom 80%
17179,Bottom 80%
13249,Bottom 80%
17472,Bottom 80%
14127,Bottom 80%
16136,Bottom 80%
16140,Bottom 80%
12453,Bottom 80%
12723,Bottom 80%
16364,Bottom 80%
17526,Bottom 80%
14880,Bottom 80%
16882,Bottom 80%
17934,Bottom 80%
12883,Bottom 80%
18082,Bottom 80%
15103,Bottom 80%
16730,Bottom 80%
15574,Bottom 80%
16997,Bottom 80%
14867,Bottom 80%
17321,Bottom 80%
17734,Bottom 80%
15800,Bottom 80%
13258,Bottom 80%
17796,Bottom 80%
15053,Bottom 80%
13596,Bottom 80%
17397,Bottom 80%
12925,Bottom 80%
13601,Bottom 80%
12778,Bottom 80%
17198,Bottom 80%
17733,Bottom 80%
13838,Bottom 80%
16015,Bottom 80%
18085,Bottom 80%
12735,Bottom 80%
18196,Bottom 80%
17502,Bottom 80%
13799,Bottom 80%
14111,Bottom 80%
14201,Bottom 80%
12693,Bottom 80%
16309,Bottom 80%
14009,Bottom 80%
14959,Bottom 80%
15181,Bottom 80%
16122,Bottom 80%
16495,Bottom 80%
12942,Bottom 80%
12422,Bottom 80%
14222,Bottom 80%
12838,Bottom 80%
15582,Bottom 80%
13548,Bottom 80%
18135,Bottom 80%
16212,Bottom 80%
13238,Bottom 80%
15304,Bottom 80%
13524,Bottom 80%
16872,Bottom 80%
16642,Bottom 80%
14788,Bottom 80%
13607,Bottom 80%
15669,Bottom 80%
13040,Bottom 80%
16377,Bottom 80%
12413,Bottom 80%
15626,Bottom 80%
13325,Bottom 80%
16418,Bottom 80%
13355,Bottom 80%
16449,Bottom 80%
13464,Bottom 80%
17749,Bottom 80%
13951,Bottom 80%
12465,Bottom 80%
14504,Bottom 80%
18121,Bottom 80%
14628,Bottom 80%
17883,Bottom 80%
12781,Bottom 80%
15951,Bottom 80%
12475,Bottom 80%
17299,Bottom 80%
14643,Bottom 80%
12418,Bottom 80%
16383,Bottom 80%
15031,Bottom 80%
18022,Bottom 80%
14356,Bottom 80%
15400,Bottom 80%
13741,Bottom 80%
17777,Bottom 80%
17105,Bottom 80%
15038,Bottom 80%
16056,Bottom 80%
13963,Bottom 80%
16208,Bottom 80%
15700,Bottom 80%
14720,Bottom 80%
17423,Bottom 80%
14198,Bottom 80%
17462,Bottom 80%
14451,Bottom 80%
14603,Bottom 80%
13028,Bottom 80%
15492,Bottom 80%
13518,Bottom 80%
13759,Bottom 80%
16357,Bottom 80%
14150,Bottom 80%
17874,Bottom 80%
16696,Bottom 80%
14818,Bottom 80%
17459,Bottom 80%
15677,Bottom 80%
13049,Bottom 80%
16708,Bottom 80%
15197,Bottom 80%
16127,Bottom 80%
14894,Bottom 80%
16774,Bottom 80%
14651,Bottom 80%
17398,Bottom 80%
18151,Bottom 80%
15205,Bottom 80%
16014,Bottom 80%
14044,Bottom 80%
14548,Bottom 80%
17523,Bottom 80%
13430,Bottom 80%
16362,Bottom 80%
12468,Bottom 80%
16734,Bottom 80%
15571,Bottom 80%
16469,Bottom 80%
16969,Bottom 80%
13240,Bottom 80%
16573,Bottom 80%
15643,Bottom 80%
17373,Bottom 80%
15651,Bottom 80%
17545,Bottom 80%
16444,Bottom 80%
14855,Bottom 80%
14829,Bottom 80%
17312,Bottom 80%
16157,Bottom 80%
14126,Bottom 80%
16431,Bottom 80%
14020,Bottom 80%
13034,Bottom 80%
17779,Bottom 80%
17046,Bottom 80%
16554,Bottom 80%
13417,Bottom 80%
13318,Bottom 80%
15919,Bottom 80%
12421,Bottom 80%
17515,Bottom 80%
18160,Bottom 80%
14754,Bottom 80%
14664,Bottom 80%
14128,Bottom 80%
14481,Bottom 80%
15829,Bottom 80%
15384,Bottom 80%
15773,Bottom 80%
16139,Bottom 80%
15100,Bottom 80%
15297,Bottom 80%
17985,Bottom 80%
14000,Bottom 80%
15045,Bottom 80%
13892,Bottom 80%
14220,Bottom 80%
12658,Bottom 80%
14301,Bottom 80%
13822,Bottom 80%
14021,Bottom 80%
15244,Bottom 80%
17990,Bottom 80%
17994,Bottom 80%
13046,Bottom 80%
13525,Bottom 80%
14687,Bottom 80%
16022,Bottom 80%
13388,Bottom 80%
15028,Bottom 80%
13546,Bottom 80%
12461,Bottom 80%
14036,Bottom 80%
18218,Bottom 80%
15402,Bottom 80%
14382,Bottom 80%
16750,Bottom 80%
16718,Bottom 80%
15258,Bottom 80%
12374,Bottom 80%
17499,Bottom 80%
15182,Bottom 80%
17867,Bottom 80%
15768,Bottom 80%
18217,Bottom 80%
16915,Bottom 80%
17640,Bottom 80%
13402,Bottom 80%
16141,Bottom 80%
14529,Bottom 80%
16613,Bottom 80%
14593,Bottom 80%
13496,Bottom 80%
16268,Bottom 80%
14377,Bottom 80%
16442,Bottom 80%
13925,Bottom 80%
16311,Bottom 80%
15215,Bottom 80%
16005,Bottom 80%
13145,Bottom 80%
16566,Bottom 80%
13914,Bottom 80%
12603,Bottom 80%
15073,Bottom 80%
18149,Bottom 80%
15232,Bottom 80%
16109,Bottom 80%
15645,Bottom 80%
14152,Bottom 80%
13731,Bottom 80%
15795,Bottom 80%
13357,Bottom 80%
14636,Bottom 80%
15275,Bottom 80%
13933,Bottom 80%
14342,Bottom 80%
15147,Bottom 80%
12612,Bottom 80%
12933,Bottom 80%
14710,Bottom 80%
13539,Bottom 80%
17849,Bottom 80%
13888,Bottom 80%
17507,Bottom 80%
13233,Bottom 80%
13558,Bottom 80%
14675,Bottom 80%
17664,Bottom 80%
12944,Bottom 80%
16732,Bottom 80%
12556,Bottom 80%
16134,Bottom 80%
12707,Bottom 80%
17259,Bottom 80%
15322,Bottom 80%
15648,Bottom 80%
15366,Bottom 80%
16306,Bottom 80%
17890,Bottom 80%
14609,Bottom 80%
18183,Bottom 80%
12420,Bottom 80%
13301,Bottom 80%
18211,Bottom 80%
13243,Bottom 80%
12872,Bottom 80%
14905,Bottom 80%
13023,Bottom 80%
15573,Bottom 80%
14965,Bottom 80%
17420,Bottom 80%
14467,Bottom 80%
15720,Bottom 80%
13311,Bottom 80%
16298,Bottom 80%
13959,Bottom 80%
17864,Bottom 80%
14645,Bottom 80%
15381,Bottom 80%
18246,Bottom 80%
16788,Bottom 80%
16654,Bottom 80%
16763,Bottom 80%
14108,Bottom 80%
12917,Bottom 80%
15442,Bottom 80%
16535,Bottom 80%
17119,Bottom 80%
16116,Bottom 80%
12577,Bottom 80%
13276,Bottom 80%
14133,Bottom 80%
14410,Bottom 80%
13452,Bottom 80%
13270,Bottom 80%
14882,Bottom 80%
18123,Bottom 80%
16723,Bottom 80%
16203,Bottom 80%
15624,Bottom 80%
17351,Bottom 80%
17360,Bottom 80%
12616,Bottom 80%
15222,Bottom 80%
16384,Bottom 80%
16072,Bottom 80%
14023,Bottom 80%
13557,Bottom 80%
15762,Bottom 80%
16838,Bottom 80%
15969,Bottom 80%
13427,Bottom 80%
17970,Bottom 80%
18232,Bottom 80%
12427,Bottom 80%
12695,Bottom 80%
14692,Bottom 80%
18095,Bottom 80%
16906,Bottom 80%
17142,Bottom 80%
13292,Bottom 80%
13314,Bottom 80%
14284,Bottom 80%
16916,Bottom 80%
15550,Bottom 80%
16345,Bottom 80%
13487,Bottom 80%
14167,Bottom 80%
12589,Bottom 80%
12673,Bottom 80%
14323,Bottom 80%
15303,Bottom 80%
14176,Bottom 80%
13368,Bottom 80%
15415,Bottom 80%
13379,Bottom 80%
17616,Bottom 80%
15821,Bottom 80%
14592,Bottom 80%
17540,Bottom 80%
16667,Bottom 80%
12624,Bottom 80%
13321,Bottom 80%
18150,Bottom 80%
17014,Bottom 80%
14753,Bottom 80%
17265,Bottom 80%
13946,Bottom 80%
13044,Bottom 80%
14273,Bottom 80%
16275,Bottom 80%
14400,Bottom 80%
18043,Bottom 80%
17503,Bottom 80%
13800,Bottom 80%
13260,Bottom 80%
15339,Bottom 80%
13405,Bottom 80%
17955,Bottom 80%
17295,Bottom 80%
13939,Bottom 80%
16385,Bottom 80%
14805,Bottom 80%
14177,Bottom 80%
14891,Bottom 80%
14338,Bottom 80%
15068,Bottom 80%
12879,Bottom 80%
12363,Bottom 80%
15315,Bottom 80%
17674,Bottom 80%
17291,Bottom 80%
17235,Bottom 80%
12649,Bottom 80%
16340,Bottom 80%
16031,Bottom 80%
15830,Bottom 80%
16811,Bottom 80%
17637,Bottom 80%
17520,Bottom 80%
12743,Bottom 80%
17806,Bottom 80%
12478,Bottom 80%
12521,Bottom 80%
12987,Bottom 80%
16475,Bottom 80%
13617,Bottom 80%
13390,Bottom 80%
16927,Bottom 80%
16211,Bottom 80%
13278,Bottom 80%
16230,Bottom 80%
17447,Bottom 80%
17557,Bottom 80%
17897,Bottom 80%
14997,Bottom 80%
13874,Bottom 80%
16536,Bottom 80%
14496,Bottom 80%
15452,Bottom 80%
14618,Bottom 80%
15539,Bottom 80%
16278,Bottom 80%
17345,Bottom 80%
14474,Bottom 80%
14539,Bottom 80%
16206,Bottom 80%
15043,Bottom 80%
16804,Bottom 80%
12719,Bottom 80%
13894,Bottom 80%
16142,Bottom 80%
12988,Bottom 80%
13000,Bottom 80%
13385,Bottom 80%
17443,Bottom 80%
13434,Bottom 80%
15756,Bottom 80%
15825,Bottom 80%
12513,Bottom 80%
16706,Bottom 80%
14265,Bottom 80%
18159,Bottom 80%
16933,Bottom 80%
12654,Bottom 80%
14002,Bottom 80%
14463,Bottom 80%
17062,Bottom 80%
16185,Bottom 80%
17631,Bottom 80%
17623,Bottom 80%
18252,Bottom 80%
17888,Bottom 80%
17290,Bottom 80%
13721,Bottom 80%
17329,Bottom 80%
18017,Bottom 80%
17712,Bottom 80%
14871,Bottom 80%
15891,Bottom 80%
12410,Bottom 80%
15149,Bottom 80%
13811,Bottom 80%
14873,Bottom 80%
12571,Bottom 80%
13643,Bottom 80%
16650,Bottom 80%
12784,Bottom 80%
15030,Bottom 80%
16135,Bottom 80%
17454,Bottom 80%
18205,Bottom 80%
15246,Bottom 80%
17513,Bottom 80%
17805,Bottom 80%
17429,Bottom 80%
14034,Bottom 80%
15467,Bottom 80%
12638,Bottom 80%
14851,Bottom 80%
15655,Bottom 80%
16561,Bottom 80%
12426,Bottom 80%
16325,Bottom 80%
12904,Bottom 80%
15417,Bottom 80%
17391,Bottom 80%
14317,Bottom 80%
17958,Bottom 80%
17415,Bottom 80%
14158,Bottom 80%
14820,Bottom 80%
15721,Bottom 80%
13885,Bottom 80%
17480,Bottom 80%
16614,Bottom 80%
14014,Bottom 80%
16960,Bottom 80%
12390,Bottom 80%
15469,Bottom 80%
12863,Bottom 80%
12991,Bottom 80%
17630,Bottom 80%
13865,Bottom 80%
13247,Bottom 80%
16616,Bottom 80%
12559,Bottom 80%
15389,Bottom 80%
14958,Bottom 80%
14077,Bottom 80%
15193,Bottom 80%
12866,Bottom 80%
14681,Bottom 80%
15142,Bottom 80%
13493,Bottom 80%
17298,Bottom 80%
16820,Bottom 80%
17495,Bottom 80%
16368,Bottom 80%
15006,Bottom 80%
16892,Bottom 80%
15300,Bottom 80%
17053,Bottom 80%
17374,Bottom 80%
16602,Bottom 80%
15448,Bottom 80%
16352,Bottom 80%
17333,Bottom 80%
12763,Bottom 80%
16955,Bottom 80%
15882,Bottom 80%
13176,Bottom 80%
14270,Bottom 80%
15507,Bottom 80%
16488,Bottom 80%
13732,Bottom 80%
14236,Bottom 80%
15000,Bottom 80%
14416,Bottom 80%
18074,Bottom 80%
17361,Bottom 80%
13984,Bottom 80%
14396,Bottom 80%
15165,Bottom 80%
16643,Bottom 80%
15081,Bottom 80%
13675,Bottom 80%
17453,Bottom 80%
13153,Bottom 80%
17658,Bottom 80%
15287,Bottom 80%
13116,Bottom 80%
13812,Bottom 80%
16999,Bottom 80%
16504,Bottom 80%
14130,Bottom 80%
13531,Bottom 80%
17555,Bottom 80%
14450,Bottom 80%
13816,Bottom 80%
16603,Bottom 80%
16693,Bottom 80%
18216,Bottom 80%
16863,Bottom 80%
16518,Bottom 80%
12631,Bottom 80%
12601,Bottom 80%
16812,Bottom 80%
16008,Bottom 80%
12644,Bottom 80%
15091,Bottom 80%
15344,Bottom 80%
15780,Bottom 80%
15349,Bottom 80%
15557,Bottom 80%
16859,Bottom 80%
14013,Bottom 80%
17950,Bottom 80%
17964,Bottom 80%
13043,Bottom 80%
16885,Bottom 80%
15963,Bottom 80%
15471,Bottom 80%
13005,Bottom 80%
14896,Bottom 80%
14147,Bottom 80%
14335,Bottom 80%
14029,Bottom 80%
13579,Bottom 80%
13248,Bottom 80%
15036,Bottom 80%
17140,Bottom 80%
16374,Bottom 80%
13928,Bottom 80%
15026,Bottom 80%
16586,Bottom 80%
14967,Bottom 80%
15109,Bottom 80%
17418,Bottom 80%
14489,Bottom 80%
14853,Bottom 80%
12945,Bottom 80%
14331,Bottom 80%
12793,Bottom 80%
14470,Bottom 80%
12391,Bottom 80%
16824,Bottom 80%
16805,Bottom 80%
12667,Bottom 80%
15535,Bottom 80%
13092,Bottom 80%
12355,Bottom 80%
16589,Bottom 80%
17880,Bottom 80%
12811,Bottom 80%
16768,Bottom 80%
15092,Bottom 80%
15121,Bottom 80%
14497,Bottom 80%
13398,Bottom 80%
15589,Bottom 80%
15018,Bottom 80%
12999,Bottom 80%
15754,Bottom 80%
12808,Bottom 80%
15585,Bottom 80%
16529,Bottom 80%
15223,Bottom 80%
16038,Bottom 80%
13485,Bottom 80%
15475,Bottom 80%
17564,Bottom 80%
18071,Bottom 80%
14184,Bottom 80%
13506,Bottom 80%
17460,Bottom 80%
12970,Bottom 80%
12816,Bottom 80%
17392,Bottom 80%
18158,Bottom 80%
16574,Bottom 80%
14173,Bottom 80%
12596,Bottom 80%
17040,Bottom 80%
13489,Bottom 80%
15739,Bottom 80%
18176,Bottom 80%
14780,Bottom 80%
15456,Bottom 80%
15368,Bottom 80%
17370,Bottom 80%
18006,Bottom 80%
16898,Bottom 80%
14638,Bottom 80%
16404,Bottom 80%
18222,Bottom 80%
14093,Bottom 80%
12414,Bottom 80%
16163,Bottom 80%
15877,Bottom 80%
17579,Bottom 80%
18233,Bottom 80%
15524,Bottom 80%
14022,Bottom 80%
16025,Bottom 80%
16968,Bottom 80%
14513,Bottom 80%
15468,Bottom 80%
15881,Bottom 80%
14272,Bottom 80%
16034,Bottom 80%
15553,Bottom 80%
16084,Bottom 80%
15551,Bottom 80%
16948,Bottom 80%
16236,Bottom 80%
16881,Bottom 80%
12447,Bottom 80%
15976,Bottom 80%
13066,Bottom 80%
18106,Bottom 80%
13245,Bottom 80%
12827,Bottom 80%
14998,Bottom 80%
16884,Bottom 80%
15450,Bottom 80%
15230,Bottom 80%
12436,Bottom 80%
13602,Bottom 80%
15957,Bottom 80%
16324,Bottom 80%
17869,Bottom 80%
15360,Bottom 80%
12740,Bottom 80%
15889,Bottom 80%
15994,Bottom 80%
13171,Bottom 80%
15930,Bottom 80%
15406,Bottom 80%
15639,Bottom 80%
16780,Bottom 80%
15646,Bottom 80%
17134,Bottom 80%
12491,Bottom 80%
17371,Bottom 80%
13140,Bottom 80%
16119,Bottom 80%
12479,Bottom 80%
15012,Bottom 80%
18034,Bottom 80%
17525,Bottom 80%
18240,Bottom 80%
16233,Bottom 80%
17232,Bottom 80%
14757,Bottom 80%
15206,Bottom 80%
14124,Bottom 80%
15361,Bottom 80%
15967,Bottom 80%
12787,Bottom 80%
17701,Bottom 80%
15433,Bottom 80%
16629,Bottom 80%
16737,Bottom 80%
13473,Bottom 80%
12833,Bottom 80%
18001,Bottom 80%
16816,Bottom 80%
12729,Bottom 80%
13889,Bottom 80%
16957,Bottom 80%
15803,Bottom 80%
14139,Bottom 80%
15725,Bottom 80%
16795,Bottom 80%
12993,Bottom 80%
13166,Bottom 80%
17483,Bottom 80%
14288,Bottom 80%
17052,Bottom 80%
13974,Bottom 80%
16834,Bottom 80%
13827,Bottom 80%
15523,Bottom 80%
16272,Bottom 80%
17913,Bottom 80%
14670,Bottom 80%
15186,Bottom 80%
15099,Bottom 80%
15695,Bottom 80%
12930,Bottom 80%
14348,Bottom 80%
12990,Bottom 80%
15225,Bottom 80%
16243,Bottom 80%
16018,Bottom 80%
15269,Bottom 80%
17931,Bottom 80%
