StockCode,Value_segment
22453,Bottom 80%
22454,Bottom 80%
22456,80–95%
22457,Top 1%
22458,Bottom 80%
22459,Bottom 80%
22460,80–95%
22461,Bottom 80%
22464,80–95%
22465,80–95%
22466,80–95%
22467,95–99%
22468,80–95%
22469,Top 1%
22470,Top 1%
22471,Bottom 80%
22472,Bottom 80%
22473,Bottom 80%
22474,Bottom 80%
22475,Bottom 80%
22476,Bottom 80%
22477,Bottom 80%
22478,Bottom 80%
22479,Bottom 80%
22480,Bottom 80%
22481,Bottom 80%
22482,Bottom 80%
22483,Bottom 80%
22485,80–95%
22486,Bottom 80%
22487,80–95%
22488,80–95%
22489,80–95%
22491,80–95%
22492,95–99%
22493,80–95%
22494,Bottom 80%
22495,Bottom 80%
22496,Bottom 80%
22497,Bottom 80%
22498,Bottom 80%
22499,95–99%
22500,Bottom 80%
22501,95–99%
22502,Top 1%
22503,Bottom 80%
22504,80–95%
22505,80–95%
22507,95–99%
22508,80–95%
22509,Bottom 80%
22510,Bottom 80%
22511,Bottom 80%
22512,Bottom 80%
22513,Bottom 80%
22514,Bottom 80%
22515,Bottom 80%
22516,Bottom 80%
22517,Bottom 80%
22518,Bottom 80%
22519,Bottom 80%
22520,Bottom 80%
22521,Bottom 80%
22522,Bottom 80%
22523,Bottom 80%
22524,Bottom 80%
22525,Bottom 80%
22526,Bottom 80%
22528,Bottom 80%
22529,Bottom 80%
22530,Bottom 80%
22531,Bottom 80%
22532,Bottom 80%
22533,Bottom 80%
22534,Bottom 80%
22535,Bottom 80%
22536,Bottom 80%
22537,Bottom 80%
22538,Bottom 80%
22539,Bottom 80%
22540,Bottom 80%
22541,Bottom 80%
22543,Bottom 80%
22544,Bottom 80%
22545,Bottom 80%
22546,Bottom 80%
22547,Bottom 80%
22548,Bottom 80%
22549,80–95%
22550,80–95%
22551,95–99%
22553,80–95%
22554,95–99%
22555,80–95%
22556,80–95%
22557,80–95%
22558,95–99%
22559,Bottom 80%
22560,80–95%
22561,80–95%
22562,Bottom 80%
22563,80–95%
22564,Bottom 80%
22565,Bottom 80%
22566,Bottom 80%
22567,80–95%
22568,95–99%
22569,80–95%
22570,80–95%
22571,Bottom 80%
22572,Bottom 80%
22573,Bottom 80%
22574,Bottom 80%
22575,Bottom 80%
22576,Bottom 80%
22577,80–95%
22578,80–95%
22579,Bottom 80%
22580,80–95%
22581,Bottom 80%
22582,Bottom 80%
22583,Bottom 80%
22584,80–95%
22585,80–95%
22586,Bottom 80%
22587,Bottom 80%
22588,Bottom 80%
22589,Bottom 80%
22591,Bottom 80%
22592,Bottom 80%
22593,Bottom 80%
22594,Bottom 80%
22595,80–95%
22596,80–95%
22597,Bottom 80%
22598,Bottom 80%
22599,Bottom 80%
22600,Bottom 80%
22601,Bottom 80%
22602,Bottom 80%
22603,Bottom 80%
22604,Bottom 80%
22605,95–99%
22606,80–95%
22607,95–99%
22608,Bottom 80%
22609,Bottom 80%
22610,Bottom 80%
22611,Bottom 80%
22613,Bottom 80%
22614,Bottom 80%
22615,Bottom 80%
22616,80–95%
22617,80–95%
22618,Bottom 80%
22619,80–95%
22620,80–95%
22621,80–95%
22622,95–99%
22623,80–95%
22624,95–99%
22625,95–99%
22626,80–95%
22627,80–95%
22628,80–95%
22629,95–99%
22630,95–99%
22631,80–95%
22632,80–95%
22633,80–95%
22634,80–95%
22635,80–95%
22636,80–95%
22637,80–95%
22638,Bottom 80%
22639,Bottom 80%
22640,Bottom 80%
22641,Bottom 80%
22642,Bottom 80%
22643,Bottom 80%
22644,Bottom 80%
22645,80–95%
22646,80–95%
22647,Bottom 80%
22649,80–95%
22650,Bottom 80%
22651,Bottom 80%
22652,80–95%
22653,80–95%
22654,80–95%
22655,80–95%
22656,Bottom 80%
22659,95–99%
22660,Bottom 80%
22661,80–95%
22662,80–95%
22663,80–95%
22664,Bottom 80%
22665,80–95%
22666,95–99%
22667,80–95%
22668,80–95%
22669,80–95%
22670,Bottom 80%
22671,Bottom 80%
22672,Bottom 80%
22673,Bottom 80%
22674,Bottom 80%
22675,Bottom 80%
22676,Bottom 80%
22677,Bottom 80%
22678,Bottom 80%
22679,Bottom 80%
22680,Bottom 80%
22681,Bottom 80%
22682,Bottom 80%
22683,Bottom 80%
22684,Bottom 80%
22685,Bottom 80%
22686,Bottom 80%
22687,80–95%
22688,80–95%
22689,80–95%
22690,80–95%
22691,Bottom 80%
22692,95–99%
22693,95–99%
22694,80–95%
22695,Bottom 80%
22696,Bottom 80%
22697,95–99%
22698,95–99%
22699,Top 1%
22700,Bottom 80%
22701,Bottom 80%
22702,Bottom 80%
22703,Bottom 80%
22704,Bottom 80%
22705,Bottom 80%
22706,Bottom 80%
22707,Bottom 80%
22708,Bottom 80%
22709,Bottom 80%
22710,Bottom 80%
22711,Bottom 80%
22712,Bottom 80%
22713,Bottom 80%
22714,Bottom 80%
22715,Bottom 80%
22716,Bottom 80%
22717,Bottom 80%
22718,Bottom 80%
22719,Bottom 80%
22720,Top 1%
22721,80–95%
22722,95–99%
22723,80–95%
22725,80–95%
22726,Top 1%
22727,Top 1%
22728,95–99%
22729,80–95%
22730,95–99%
22731,Bottom 80%
22732,Bottom 80%
22733,Bottom 80%
22734,80–95%
22735,Bottom 80%
22736,Bottom 80%
22737,Bottom 80%
22738,80–95%
22739,80–95%
22740,80–95%
22741,80–95%
22742,Bottom 80%
22743,Bottom 80%
22744,Bottom 80%
22745,80–95%
22746,80–95%
22747,Bottom 80%
22748,80–95%
22749,80–95%
22750,80–95%
22751,80–95%
22752,95–99%
22753,Bottom 80%
22754,Bottom 80%
22755,Bottom 80%
22756,Bottom 80%
22757,Bottom 80%
22758,Bottom 80%
22759,80–95%
22760,80–95%
22761,Bottom 80%
22762,Bottom 80%
22763,Bottom 80%
22764,Bottom 80%
22765,Bottom 80%
22766,80–95%
22767,80–95%
22768,80–95%
22769,Bottom 80%
22770,Bottom 80%
22771,80–95%
22772,80–95%
22773,Bottom 80%
22774,Bottom 80%
22775,80–95%
22776,95–99%
22777,Bottom 80%
22778,Bottom 80%
22779,80–95%
22780,80–95%
22781,80–95%
22782,80–95%
22783,80–95%
22784,80–95%
22785,Bottom 80%
22786,Bottom 80%
22788,Bottom 80%
22789,Bottom 80%
22791,80–95%
22792,Bottom 80%
22794,Bottom 80%
22795,80–95%
22796,80–95%
22797,Bottom 80%
22798,80–95%
22799,Bottom 80%
22800,80–95%
22801,80–95%
22802,Bottom 80%
22803,Bottom 80%
22804,80–95%
22805,Bottom 80%
22806,Bottom 80%
22807,Bottom 80%
22808,Bottom 80%
22809,80–95%
22810,Bottom 80%
22811,Bottom 80%
22812,80–95%
22813,80–95%
22814,Bottom 80%
22815,Bottom 80%
22816,Bottom 80%
22817,Bottom 80%
22818,Bottom 80%
22819,Bottom 80%
22820,Bottom 80%
22821,Bottom 80%
22822,Bottom 80%
22823,Bottom 80%
22824,Bottom 80%
22825,Bottom 80%
22826,80–95%
22827,80–95%
22828,Bottom 80%
22829,Bottom 80%
22830,Bottom 80%
22831,Bottom 80%
22832,Bottom 80%
22833,Bottom 80%
22834,80–95%
22835,95–99%
22837,80–95%
22838,80–95%
22839,80–95%
22840,80–95%
22841,80–95%
22842,80–95%
22843,Bottom 80%
22844,80–95%
22845,80–95%
22846,80–95%
22847,95–99%
22848,80–95%
22849,80–95%
22851,Bottom 80%
22852,Bottom 80%
22853,Bottom 80%
22854,80–95%
22855,80–95%
22856,Bottom 80%
22857,Bottom 80%
22858,Bottom 80%
22859,Bottom 80%
22860,Bottom 80%
22861,Bottom 80%
22862,Bottom 80%
22863,Bottom 80%
22865,95–99%
22866,95–99%
22867,95–99%
22868,Bottom 80%
22869,Bottom 80%
22870,Bottom 80%
22871,Bottom 80%
22872,Bottom 80%
22873,Bottom 80%
22874,Bottom 80%
22875,Bottom 80%
22876,Bottom 80%
22877,Bottom 80%
22878,Bottom 80%
22879,Bottom 80%
22880,Bottom 80%
22881,Bottom 80%
22882,Bottom 80%
22883,Bottom 80%
22884,Bottom 80%
22885,Bottom 80%
22886,Bottom 80%
22887,Bottom 80%
22888,Bottom 80%
22889,Bottom 80%
22890,80–95%
22891,Bottom 80%
22892,Bottom 80%
22893,Bottom 80%
22894,Bottom 80%
22895,80–95%
22896,80–95%
22897,Bottom 80%
22898,80–95%
22899,80–95%
22900,95–99%
22902,Bottom 80%
22903,Bottom 80%
22904,80–95%
22905,Bottom 80%
22906,Bottom 80%
22907,80–95%
22908,80–95%
22909,80–95%
22910,Top 1%
22911,Bottom 80%
22912,Bottom 80%
22913,Bottom 80%
22914,Bottom 80%
22915,Bottom 80%
22916,Bottom 80%
22917,Bottom 80%
22918,Bottom 80%
22919,Bottom 80%
22920,Bottom 80%
22921,Bottom 80%
22922,Bottom 80%
22923,Bottom 80%
22924,Bottom 80%
22925,Bottom 80%
22926,80–95%
22927,Bottom 80%
22928,Bottom 80%
22929,Bottom 80%
22930,Bottom 80%
22931,Bottom 80%
22932,Bottom 80%
22933,Bottom 80%
22934,Bottom 80%
22935,Bottom 80%
22936,Bottom 80%
22937,Bottom 80%
22938,80–95%
22939,Bottom 80%
22940,80–95%
22941,95–99%
22942,80–95%
22943,80–95%
22944,Bottom 80%
22945,Bottom 80%
22946,80–95%
22947,80–95%
22948,Bottom 80%
22949,Bottom 80%
22950,80–95%
22951,80–95%
22952,80–95%
22953,Bottom 80%
22954,Bottom 80%
22955,Bottom 80%
22956,80–95%
22957,80–95%
22959,Bottom 80%
22960,Top 1%
22961,95–99%
22962,80–95%
22963,Bottom 80%
22964,80–95%
22965,Bottom 80%
22966,80–95%
22967,80–95%
22968,80–95%
22969,95–99%
22970,80–95%
22971,80–95%
22972,Bottom 80%
22973,Bottom 80%
22974,Bottom 80%
22975,Bottom 80%
22976,Bottom 80%
22977,Bottom 80%
22978,80–95%
22979,80–95%
22980,80–95%
22981,Bottom 80%
22982,Bottom 80%
22983,Bottom 80%
22984,Bottom 80%
22985,Bottom 80%
22986,Bottom 80%
22987,Bottom 80%
22988,80–95%
22989,80–95%
22990,Bottom 80%
22991,80–95%
22992,80–95%
22993,95–99%
22994,Bottom 80%
22995,Bottom 80%
22996,Bottom 80%
22997,Bottom 80%
22998,80–95%
22999,Bottom 80%
23000,Bottom 80%
23002,Bottom 80%
23003,Bottom 80%
23004,Bottom 80%
23005,Bottom 80%
23006,Bottom 80%
23007,80–95%
23008,80–95%
23009,80–95%
23010,80–95%
23012,80–95%
23013,80–95%
23014,80–95%
23015,Bottom 80%
23016,Bottom 80%
23017,Bottom 80%
23018,Bottom 80%
23019,Bottom 80%
23020,Bottom 80%
23021,Bottom 80%
23022,Bottom 80%
23023,Bottom 80%
23024,Bottom 80%
23025,Bottom 80%
23026,Bottom 80%
23027,Bottom 80%
23028,Bottom 80%
23029,Bottom 80%
23031,Bottom 80%
23032,80–95%
23033,Bottom 80%
23034,Bottom 80%
23035,80–95%
23036,Bottom 80%
23037,Bottom 80%
23038,Bottom 80%
23039,Bottom 80%
23040,Bottom 80%
23041,Bottom 80%
23042,Bottom 80%
23043,Bottom 80%
23044,Bottom 80%
23045,Bottom 80%
23046,Bottom 80%
23047,Bottom 80%
23048,Bottom 80%
23049,80–95%
23050,80–95%
23051,80–95%
23052,80–95%
23053,80–95%
23054,Bottom 80%
23055,Bottom 80%
23056,Bottom 80%
23057,Bottom 80%
23058,Bottom 80%
23060,Bottom 80%
23061,Bottom 80%
23064,Bottom 80%
23065,80–95%
23066,Bottom 80%
23067,Bottom 80%
23068,Bottom 80%
23069,Bottom 80%
23070,Bottom 80%
23071,Bottom 80%
23072,Bottom 80%
23073,Bottom 80%
23074,Bottom 80%
23075,Bottom 80%
23076,80–95%
23077,95–99%
23078,80–95%
23079,Bottom 80%
23080,80–95%
23081,80–95%
23082,80–95%
23083,80–95%
23084,Top 1%
23085,80–95%
23086,Bottom 80%
23087,Bottom 80%
23088,Bottom 80%
23089,80–95%
23090,Bottom 80%
23091,80–95%
23092,80–95%
23093,Bottom 80%
23094,Bottom 80%
23096,Bottom 80%
23099,Bottom 80%
23100,Bottom 80%
23101,Bottom 80%
23102,Bottom 80%
23103,80–95%
23104,Bottom 80%
23106,Bottom 80%
23107,Bottom 80%
23108,95–99%
23109,80–95%
23110,80–95%
23111,80–95%
23112,80–95%
23113,Bottom 80%
23114,Bottom 80%
23115,Bottom 80%
23116,Bottom 80%
23117,Bottom 80%
23118,80–95%
23119,Bottom 80%
23120,Bottom 80%
23121,Bottom 80%
23122,Bottom 80%
23123,Bottom 80%
23124,Bottom 80%
23125,Bottom 80%
23126,80–95%
23127,80–95%
23128,Bottom 80%
23129,80–95%
23130,80–95%
23131,80–95%
23132,80–95%
23133,80–95%
23134,80–95%
23135,80–95%
23136,Bottom 80%
23137,Bottom 80%
23138,Bottom 80%
23139,Bottom 80%
23140,Bottom 80%
23141,Bottom 80%
23142,Bottom 80%
23143,Bottom 80%
23144,80–95%
23145,Bottom 80%
23146,Bottom 80%
23147,Bottom 80%
23148,Bottom 80%
23149,Bottom 80%
23150,Bottom 80%
23151,Bottom 80%
23152,Bottom 80%
23153,Bottom 80%
23154,80–95%
23155,Bottom 80%
23156,80–95%
23157,80–95%
23158,80–95%
23159,80–95%
23160,Bottom 80%
23161,Bottom 80%
23162,80–95%
23163,80–95%
23164,Bottom 80%
23165,80–95%
23166,80–95%
23167,80–95%
23168,80–95%
23169,80–95%
23170,80–95%
23171,80–95%
23172,80–95%
23173,95–99%
23174,95–99%
23175,80–95%
23176,80–95%
23177,80–95%
23178,Bottom 80%
23179,Bottom 80%
23180,Bottom 80%
23181,Bottom 80%
23182,80–95%
23183,Bottom 80%
23184,80–95%
23185,Bottom 80%
23186,Bottom 80%
23187,Bottom 80%
23188,80–95%
23189,80–95%
23190,Bottom 80%
23191,80–95%
23192,80–95%
23193,80–95%
23194,80–95%
23196,Bottom 80%
23197,Bottom 80%
23198,80–95%
23199,Top 1%
23200,95–99%
23201,Top 1%
23202,95–99%
23203,Top 1%
23204,80–95%
23205,80–95%
23206,95–99%
23207,95–99%
23208,80–95%
23209,95–99%
23210,80–95%
23211,Bottom 80%
23212,Bottom 80%
23213,Bottom 80%
23214,Bottom 80%
23215,80–95%
23216,Bottom 80%
23217,Bottom 80%
23218,Bottom 80%
23219,Bottom 80%
23220,Bottom 80%
23221,Bottom 80%
23222,Bottom 80%
23223,Bottom 80%
23224,Bottom 80%
23225,Bottom 80%
23226,Bottom 80%
23227,Bottom 80%
23228,Bottom 80%
23229,80–95%
23230,80–95%
23231,Bottom 80%
23232,80–95%
23233,Bottom 80%
23234,80–95%
23235,Bottom 80%
23236,80–95%
23237,80–95%
23238,80–95%
23239,80–95%
23240,95–99%
23241,80–95%
23242,Bottom 80%
23243,95–99%
23244,Bottom 80%
23245,Top 1%
23247,80–95%
23249,Bottom 80%
23250,Bottom 80%
23251,Bottom 80%
23252,Bottom 80%
23253,80–95%
23254,80–95%
23255,80–95%
23256,80–95%
23263,80–95%
23264,Bottom 80%
23265,Bottom 80%
23266,Bottom 80%
23267,Bottom 80%
23268,Bottom 80%
23269,Bottom 80%
23270,Bottom 80%
23271,Bottom 80%
23272,Bottom 80%
23273,Bottom 80%
23274,Bottom 80%
23275,80–95%
23280,Bottom 80%
23281,Bottom 80%
23282,Bottom 80%
23283,80–95%
23284,Top 1%
23285,80–95%
23286,80–95%
23287,Bottom 80%
23288,80–95%
23289,Bottom 80%
23290,Bottom 80%
23291,Bottom 80%
23292,Bottom 80%
23293,80–95%
23294,80–95%
23295,80–95%
23296,80–95%
23297,80–95%
23298,Top 1%
23299,80–95%
23300,95–99%
23301,95–99%
23302,Bottom 80%
23303,Bottom 80%
23304,Bottom 80%
23305,Bottom 80%
23306,80–95%
23307,80–95%
23308,80–95%
23309,80–95%
23310,80–95%
23311,80–95%
23312,80–95%
23313,95–99%
23314,80–95%
23315,Bottom 80%
23316,Bottom 80%
23317,Bottom 80%
23318,80–95%
23319,80–95%
23320,80–95%
23321,80–95%
23322,80–95%
23323,80–95%
23324,Bottom 80%
23325,Bottom 80%
23326,Bottom 80%
23327,Bottom 80%
23328,95–99%
23329,Bottom 80%
23330,Bottom 80%
23331,Bottom 80%
23332,80–95%
23333,Bottom 80%
23334,Bottom 80%
23335,Bottom 80%
23336,Bottom 80%
23337,Bottom 80%
23338,Bottom 80%
23339,Bottom 80%
23340,80–95%
23341,Bottom 80%
23342,80–95%
23343,95–99%
23344,95–99%
23345,Bottom 80%
23346,80–95%
23347,Bottom 80%
23348,Bottom 80%
23349,80–95%
23350,80–95%
23351,80–95%
23352,Bottom 80%
23353,80–95%
23354,80–95%
23355,Top 1%
23356,95–99%
23357,Bottom 80%
23358,Bottom 80%
23359,Bottom 80%
23360,Bottom 80%
23365,Bottom 80%
23366,Bottom 80%
23367,Bottom 80%
23368,Bottom 80%
23369,Bottom 80%
23370,Bottom 80%
23371,Bottom 80%
23372,Bottom 80%
23373,Bottom 80%
23374,Bottom 80%
23375,Bottom 80%
23376,Bottom 80%
23377,Bottom 80%
23378,Bottom 80%
23379,Bottom 80%
23380,Bottom 80%
23381,Bottom 80%
23382,80–95%
23388,80–95%
23389,80–95%
23390,Bottom 80%
23391,Bottom 80%
23392,Bottom 80%
23393,80–95%
23394,Bottom 80%
23395,80–95%
23396,Bottom 80%
23397,80–95%
23398,Bottom 80%
23399,Bottom 80%
23400,Bottom 80%
23401,Bottom 80%
23402,Bottom 80%
23403,Bottom 80%
23404,80–95%
23405,Bottom 80%
23406,Bottom 80%
23407,Bottom 80%
23408,Bottom 80%
23409,Bottom 80%
23410,Bottom 80%
23411,Bottom 80%
23412,Bottom 80%
23413,Bottom 80%
23414,Bottom 80%
23415,Bottom 80%
23416,Bottom 80%
23417,Bottom 80%
23418,Bottom 80%
23419,Bottom 80%
23420,Bottom 80%
23421,Bottom 80%
23422,Bottom 80%
23423,Bottom 80%
23424,Bottom 80%
23425,Bottom 80%
23426,80–95%
23427,Bottom 80%
23428,Bottom 80%
23429,Bottom 80%
23430,Bottom 80%
23431,Bottom 80%
23432,Bottom 80%
23433,Bottom 80%
23434,Bottom 80%
23435,Bottom 80%
23436,Bottom 80%
23437,Bottom 80%
23438,Bottom 80%
23439,80–95%
23440,Bottom 80%
23441,Bottom 80%
23442,Bottom 80%
23444,Bottom 80%
23445,Bottom 80%
23446,Bottom 80%
23447,Bottom 80%
23448,Bottom 80%
23449,Bottom 80%
23451,Bottom 80%
23452,Bottom 80%
23453,Bottom 80%
23454,Bottom 80%
23455,Bottom 80%
23456,Bottom 80%
23457,Bottom 80%
23458,Bottom 80%
23459,Bottom 80%
23460,Bottom 80%
23461,Bottom 80%
23462,Bottom 80%
23463,Bottom 80%
23464,Bottom 80%
23465,Bottom 80%
23466,Bottom 80%
23467,Bottom 80%
23468,Bottom 80%
23469,Bottom 80%
23470,Bottom 80%
23471,Bottom 80%
23472,Bottom 80%
23473,Bottom 80%
23474,Bottom 80%
23475,Bottom 80%
23476,Bottom 80%
23477,Bottom 80%
23478,Bottom 80%
23479,Bottom 80%
23480,80–95%
23481,Bottom 80%
23482,Bottom 80%
23483,Bottom 80%
23484,Bottom 80%
23485,80–95%
23486,80–95%
23487,Bottom 80%
23489,Bottom 80%
23490,Bottom 80%
23491,Bottom 80%
23492,Bottom 80%
23493,80–95%
23494,80–95%
23495,Bottom 80%
23496,Bottom 80%
23497,80–95%
23498,Bottom 80%
23499,Bottom 80%
23500,Bottom 80%
23501,Bottom 80%
23502,Bottom 80%
23503,80–95%
23504,Bottom 80%
23505,Bottom 80%
23506,Bottom 80%
23507,Bottom 80%
23508,Bottom 80%
23509,Bottom 80%
23510,Bottom 80%
23511,Bottom 80%
23512,Bottom 80%
23513,Bottom 80%
23514,Bottom 80%
23515,Bottom 80%
23516,Bottom 80%
23517,Bottom 80%
23518,Bottom 80%
23519,Bottom 80%
23520,Bottom 80%
23521,Bottom 80%
23522,Bottom 80%
23523,Bottom 80%
23524,Bottom 80%
23525,Bottom 80%
23526,80–95%
23527,Bottom 80%
23528,Bottom 80%
23529,Bottom 80%
23530,80–95%
23531,80–95%
23532,Bottom 80%
23533,Bottom 80%
23534,80–95%
23535,80–95%
23536,80–95%
23537,Bottom 80%
23538,Bottom 80%
23539,Bottom 80%
23540,Bottom 80%
23541,80–95%
23542,80–95%
23543,80–95%
23544,Bottom 80%
23545,Bottom 80%
23546,Bottom 80%
23547,Bottom 80%
23548,Bottom 80%
23549,Bottom 80%
23550,Bottom 80%
23551,Bottom 80%
23552,80–95%
23553,80–95%
23554,80–95%
23555,80–95%
23556,80–95%
23557,80–95%
23558,80–95%
23559,Bottom 80%
23560,Bottom 80%
23561,Bottom 80%
23562,Bottom 80%
23564,Bottom 80%
23565,Bottom 80%
23566,Bottom 80%
23567,Bottom 80%
23568,Bottom 80%
23569,80–95%
23570,80–95%
23571,80–95%
23574,Bottom 80%
23575,Bottom 80%
23576,Bottom 80%
23578,Bottom 80%
23579,Bottom 80%
23580,Bottom 80%
23581,95–99%
23582,80–95%
23583,80–95%
23597,Bottom 80%
23598,Bottom 80%
23601,Bottom 80%
23602,Bottom 80%
23603,Bottom 80%
23604,Bottom 80%
23605,Bottom 80%
23607,Bottom 80%
23608,Bottom 80%
23609,Bottom 80%
23610,Bottom 80%
23611,Bottom 80%
23612,Bottom 80%
23613,Bottom 80%
23614,Bottom 80%
23615,Bottom 80%
23616,Bottom 80%
23617,Bottom 80%
23619,Bottom 80%
23620,Bottom 80%
23621,Bottom 80%
23623,Bottom 80%
23624,Bottom 80%
23625,Bottom 80%
23626,Bottom 80%
23627,Bottom 80%
23628,Bottom 80%
23629,Bottom 80%
23630,Bottom 80%
23632,Bottom 80%
23633,Bottom 80%
23634,Bottom 80%
23635,Bottom 80%
23636,Bottom 80%
23637,Bottom 80%
23638,Bottom 80%
23639,Bottom 80%
23640,Bottom 80%
23643,Bottom 80%
23644,Bottom 80%
23645,Bottom 80%
23646,Bottom 80%
23649,Bottom 80%
23650,Bottom 80%
23652,Bottom 80%
23654,Bottom 80%
23660,Bottom 80%
23661,Bottom 80%
23664,Bottom 80%
23681,Bottom 80%
23691,Bottom 80%
23692,Bottom 80%
23694,Bottom 80%
23695,Bottom 80%
23697,Bottom 80%
23702,Bottom 80%
23843,Bottom 80%
35001G,Bottom 80%
35001W,Bottom 80%
35004B,Bottom 80%
35004C,Bottom 80%
35004G,Bottom 80%
35004P,Bottom 80%
35095A,Bottom 80%
35095B,Bottom 80%
35241,Bottom 80%
35265,Bottom 80%
35271S,Bottom 80%
35400,Bottom 80%
35443,Bottom 80%
35471D,Bottom 80%
35591T,Bottom 80%
35597A,Bottom 80%
35597B,Bottom 80%
35597D,Bottom 80%
35598A,Bottom 80%
35598B,Bottom 80%
35598C,Bottom 80%
35598D,Bottom 80%
35599B,Bottom 80%
35599D,Bottom 80%
35607A,Bottom 80%
35607B,Bottom 80%
35609A,Bottom 80%
35610A,Bottom 80%
35610B,Bottom 80%
35610C,Bottom 80%
35637A,Bottom 80%
35637C,Bottom 80%
35638A,Bottom 80%
35638B,Bottom 80%
35645,Bottom 80%
35646,Bottom 80%
35647,Bottom 80%
35648,Bottom 80%
35649,Bottom 80%
35650,Bottom 80%
35651,Bottom 80%
35653,Bottom 80%
35809A,Bottom 80%
35809B,Bottom 80%
35810A,Bottom 80%
35810B,Bottom 80%
35815P,Bottom 80%
35816P,Bottom 80%
35817P,Bottom 80%
35818B,Bottom 80%
35818P,Bottom 80%
35819B,Bottom 80%
35819P,Bottom 80%
35832,Bottom 80%
35833G,Bottom 80%
35833P,Bottom 80%
35909A,Bottom 80%
35909B,Bottom 80%
35910A,Bottom 80%
35910B,Bottom 80%
35911A,Bottom 80%
35911B,Bottom 80%
35912B,Bottom 80%
35913B,Bottom 80%
35914,Bottom 80%
35915B,Bottom 80%
35915C,Bottom 80%
35916A,Bottom 80%
35916B,Bottom 80%
35916C,Bottom 80%
35920,Bottom 80%
35921,Bottom 80%
35922,Bottom 80%
35923,Bottom 80%
35924,Bottom 80%
35933,Bottom 80%
35953,Bottom 80%
35954,Bottom 80%
35957,Bottom 80%
35958,Bottom 80%
35961,Bottom 80%
35964,Bottom 80%
35965,Bottom 80%
35966,Bottom 80%
35967,Bottom 80%
35968,Bottom 80%
35970,80–95%
35971,Bottom 80%
35972,Bottom 80%
37327,Bottom 80%
37330,Bottom 80%
37333,Bottom 80%
37340,Bottom 80%
37342,Bottom 80%
37343,Bottom 80%
37351,Bottom 80%
37370,80–95%
37379A,Bottom 80%
37413,Bottom 80%
37423,Bottom 80%
37444A,Bottom 80%
37444B,Bottom 80%
37444C,Bottom 80%
37446,Bottom 80%
37447,Bottom 80%
37448,Bottom 80%
37449,80–95%
37450,Bottom 80%
37461,Bottom 80%
37462E,Bottom 80%
37464,Bottom 80%
37467,Bottom 80%
37468,Bottom 80%
37471,Bottom 80%
37474,Bottom 80%
37475,Bottom 80%
37476,Bottom 80%
37479B,Bottom 80%
37479P,Bottom 80%
37482P,Bottom 80%
37487B,Bottom 80%
37488A,Bottom 80%
37489A,Bottom 80%
37489B,Bottom 80%
37489C,Bottom 80%
37489D,Bottom 80%
37491A,Bottom 80%
37491B,Bottom 80%
37491C,Bottom 80%
37491D,Bottom 80%
37495,Bottom 80%
37500,Bottom 80%
37501,Bottom 80%
37503,Bottom 80%
37509,Bottom 80%
40001,Bottom 80%
40003,Bottom 80%
40005B,Bottom 80%
40016,Bottom 80%
40046A,Bottom 80%
44089A,Bottom 80%
44089C,Bottom 80%
44091A,Bottom 80%
44092B,Bottom 80%
44092C,Bottom 80%
44228,Bottom 80%
44234,Bottom 80%
44235,Bottom 80%
44236,Bottom 80%
44242A,Bottom 80%
44242B,Bottom 80%
44265,Bottom 80%
45013,Bottom 80%
46000M,Bottom 80%
46000P,Bottom 80%
46000R,Bottom 80%
46000S,Bottom 80%
46000U,Bottom 80%
46115B,Bottom 80%
46118,Bottom 80%
46126A,Bottom 80%
46138B,Bottom 80%
46775D,Bottom 80%
46776A,Bottom 80%
46776B,Bottom 80%
46776C,Bottom 80%
46776D,Bottom 80%
46776E,Bottom 80%
46776F,Bottom 80%
47013A,Bottom 80%
47013C,Bottom 80%
47016,Bottom 80%
47021G,Bottom 80%
47310M,Bottom 80%
47341A,Bottom 80%
47341B,Bottom 80%
47343A,Bottom 80%
47344B,Bottom 80%
47348A,Bottom 80%
47351B,Bottom 80%
47367B,Bottom 80%
47369A,Bottom 80%
47369B,Bottom 80%
47420,Bottom 80%
47421,Bottom 80%
47422,Bottom 80%
47469,Bottom 80%
47471,Bottom 80%
47480,Bottom 80%
47481,Bottom 80%
47503A,Bottom 80%
47503H,Bottom 80%
47503J,Bottom 80%
47504H,Bottom 80%
47504K,Bottom 80%
47518F,Bottom 80%
47556B,80–95%
47559B,Bottom 80%
47563A,Bottom 80%
47566,Top 1%
47566B,80–95%
47567B,80–95%
47570B,Bottom 80%
47574A,Bottom 80%
47574B,Bottom 80%
47578A,Bottom 80%
47579,Bottom 80%
47580,Bottom 80%
47585A,Bottom 80%
47586A,Bottom 80%
47589,Bottom 80%
47590A,80–95%
47590B,95–99%
47591B,Bottom 80%
47591D,80–95%
47593A,Bottom 80%
47593B,Bottom 80%
47594A,Bottom 80%
47594B,Bottom 80%
47599A,80–95%
47599B,Bottom 80%
48111,80–95%
48116,80–95%
48129,80–95%
48138,95–99%
48173C,80–95%
48184,95–99%
48185,95–99%
48187,95–99%
48188,95–99%
48189,Bottom 80%
48194,95–99%
51008,Bottom 80%
51014A,Bottom 80%
51014C,Bottom 80%
51014L,Bottom 80%
51020A,Bottom 80%
51020B,Bottom 80%
62018,80–95%
62043B,Bottom 80%
62074B,Bottom 80%
62086A,Bottom 80%
62094B,Bottom 80%
